Id,SalePrice
1627,196450.97
1628,321021.6
1629,171174.81
1630,342763.6
1631,182800.75
1632,240339.73
1633,179966.45
1634,183793.22
1635,175363.16
1636,165613.16
1637,237541.34
1638,148166.97
1639,177898.62
1640,233080.22
1641,190518.11
1642,281441.8
1643,218888.27
1644,198162.39
1645,211062.53
1646,147685.86
1647,169425.0
1648,127756.34
1649,133737.12
1650,128569.64
1651,127493.81
1652,102536.695
1653,113349.445
1654,149904.36
1655,148478.23
1656,143189.48
1657,152929.34
1658,142513.12
1659,141263.6
1660,131402.67
1661,438385.22
1662,402743.72
1663,353872.47
1664,668558.5
1665,287404.16
1666,283563.4
1667,419526.1
1668,289319.16
1669,283979.66
1670,294943.4
1671,231893.47
1672,422199.3
1673,298897.53
1674,253391.75
1675,192950.78
1676,212844.12
1677,215441.08
1678,549870.4
1679,399764.03
1680,382005.84
1681,233763.47
1682,301333.12
1683,211957.1
1684,196710.4
1685,165289.28
1686,169766.62
1687,172294.5
1688,208607.75
1689,186101.94
1690,205105.6
1691,171405.28
1692,258417.39
1693,168547.03
1694,185354.05
1695,167378.28
1696,278516.0
1697,177305.1
1698,362781.16
1699,291643.16
1700,260550.94
1701,263040.12
1702,246677.6
1703,263950.03
1704,307253.6
1705,227123.47
1706,357933.53
1707,254858.42
1708,201426.6
1709,306835.28
1710,225963.48
1711,264539.6
1712,219825.61
1713,291517.4
1714,209327.42
1715,219423.45
1716,169930.06
1717,161543.06
1718,138528.81
1719,217794.64
1720,334671.53
1721,158522.61
1722,122847.65
1723,155733.84
1724,222176.31
1725,263456.5
1726,233236.23
1727,154735.4
1728,167523.47
1729,182335.47
1730,159936.12
1731,141822.48
1732,129654.125
1733,121645.33
1734,126301.01
1735,101473.23
1736,144503.84
1737,438096.9
1738,213377.95
1739,267770.2
1740,219726.47
1741,186802.05
1742,181313.25
1743,177435.69
1744,481013.0
1745,199315.72
1746,174916.97
1747,213367.34
1748,229124.88
1749,147728.61
1750,107850.17
1751,210695.78
1752,114729.33
1753,136933.45
1754,179188.36
1755,191303.47
1756,157018.6
1757,114739.95
1758,148807.78
1759,153495.84
1760,168814.84
1761,154511.9
1762,171629.12
1763,153810.81
1764,115132.21
1765,142358.05
1766,214628.16
1767,210575.97
1768,143263.4
1769,163045.7
1770,142238.55
1771,153133.25
1772,130547.805
1773,141421.06
1774,103020.5
1775,129629.62
1776,148837.44
1777,110126.83
1778,128686.58
1779,93894.4
1780,220051.77
1781,125914.664
1782,100250.164
1783,141361.56
1784,125758.375
1785,131089.25
1786,128194.266
1787,162494.08
1788,66504.625
1789,87800.86
1790,90393.08
1791,168309.53
1792,166615.44
1793,107099.94
1794,155731.56
1795,129926.58
1796,129441.75
1797,97988.62
1798,128523.086
1799,130694.58
1800,123362.67
1801,126345.36
1802,116003.766
1803,148665.31
1804,147304.53
1805,137288.62
1806,105685.016
1807,137342.1
1808,102637.26
1809,145747.52
1810,144761.61
1811,161708.52
1812,86802.87
1813,141121.02
1814,117332.18
1815,59154.05
1816,99065.516
1817,121591.516
1818,205932.84
1819,125499.234
1820,41042.164
1821,117601.36
1822,150131.83
1823,28895.637
1824,132043.0
1825,143934.31
1826,122491.06
1827,112872.83
1828,124686.17
1829,154654.7
1830,155272.64
1831,128818.95
1832,26728.646
1833,173410.56
1834,155159.53
1835,130991.41
1836,149930.2
1837,71708.23
1838,117820.75
1839,128407.74
1840,199627.0
1841,160556.92
1842,70607.19
1843,127936.89
1844,112204.61
1845,161389.22
1846,161200.55
1847,147960.38
1848,56448.4
1849,78061.945
1850,134403.5
1851,143309.23
1852,110557.56
1853,132710.66
1854,181863.0
1855,198946.66
1856,239047.7
1857,154123.28
1858,152898.33
1859,91169.75
1860,153305.73
1861,124557.16
1862,354738.5
1863,315280.97
1864,315404.38
1865,321049.84
1866,340278.97
1867,259467.86
1868,323872.28
1869,210077.7
1870,220856.03
1871,257083.9
1872,179527.06
1873,298319.06
1874,149894.47
1875,228554.88
1876,181732.78
1877,226755.66
1878,216270.66
1879,124656.52
1880,125935.5
1881,230269.9
1882,274164.3
1883,187698.53
1884,192994.03
1885,210308.81
1886,255649.97
1887,204498.62
1888,293585.0
1889,178969.88
1890,122772.914
1891,102875.07
1892,86069.75
1893,154457.72
1894,109305.67
1895,124225.58
1896,117417.6
1897,160543.56
1898,131614.97
1899,169271.62
1900,137735.34
1901,198220.55
1902,164622.47
1903,252256.1
1904,178007.84
1905,207696.62
1906,124304.73
1907,249505.44
1908,115468.89
1909,132265.62
1910,102011.48
1911,249149.77
1912,363983.1
1913,127284.19
1914,43702.816
1915,483085.34
1916,63466.215
1917,219642.1
1918,130421.98
1919,180889.83
1920,128062.05
1921,429527.1
1922,368512.1
1923,188533.03
1924,202597.44
1925,169642.16
1926,396224.34
1927,143620.75
1928,154377.73
1929,132762.23
1930,149916.9
1931,160531.4
1932,146203.38
1933,179031.11
1934,192688.52
1935,170075.56
1936,213580.4
1937,214513.86
1938,185811.6
1939,197108.19
1940,163037.0
1941,176818.83
1942,236290.6
1943,220841.0
1944,411768.03
1945,428176.72
1946,148619.31
1947,309086.6
1948,190522.0
1949,267795.5
1950,196152.7
1951,245527.75
1952,198514.9
1953,175749.08
1954,177228.69
1955,136867.06
1956,291484.97
1957,169909.97
1958,283378.78
1959,135798.56
1960,106226.43
1961,129412.12
1962,92844.39
1963,106413.08
1964,109511.55
1965,139314.78
1966,139150.12
1967,314405.22
1968,396920.97
1969,404735.6
1970,429020.4
1971,436806.4
1972,361339.34
1973,217735.75
1974,335259.9
1975,739020.25
1976,237646.69
1977,369464.3
1978,378924.78
1979,368004.6
1980,249708.52
1981,399070.28
1982,244674.12
1983,228557.5
1984,164270.75
1985,281237.94
1986,235901.94
1987,150314.06
1988,168915.58
1989,190966.39
1990,228593.27
1991,225643.6
1992,227332.28
1993,163383.05
1994,202675.58
1995,192745.78
1996,226404.86
1997,242987.1
1998,328535.7
1999,302987.03
2000,318610.03
2001,278168.97
2002,258951.88
2003,315264.38
2004,272649.78
2005,203799.25
2006,234526.06
2007,259294.1
2008,181731.31
2009,187200.06
2010,171937.4
2011,128959.31
2012,150966.03
2013,196875.4
2014,196419.08
2015,227256.75
2016,196312.28
2017,204534.22
2018,137072.6
2019,125445.01
2020,95958.1
2021,86303.03
2022,199305.2
2023,142569.45
2024,248298.75
2025,397592.1
2026,189973.3
2027,155195.39
2028,148274.3
2029,166845.56
2030,261491.38
2031,233137.22
2032,237238.38
2033,269292.94
2034,202030.25
2035,234435.28
2036,193740.47
2037,211111.1
2038,264219.28
2039,196482.5
2040,342940.72
2041,320533.5
2042,212552.6
2043,188627.77
2044,172790.61
2045,188799.97
2046,163707.03
2047,128172.125
2048,125830.266
2049,120633.8
2050,200958.62
2051,96439.625
2052,128557.29
2053,136390.69
2054,53148.47
2055,159821.97
2056,134011.0
2057,113454.64
2058,222373.0
2059,134000.81
2060,189770.97
2061,165418.17
2062,123984.99
2063,119000.125
2064,140279.72
2065,125283.31
2066,180817.97
2067,90706.125
2068,124430.34
2069,77914.195
2070,89445.85
2071,91946.47
2072,124837.5
2073,130154.0
2074,235433.5
2075,149818.53
2076,136388.94
2077,140792.88
2078,115395.75
2079,122739.02
2080,139108.4
2081,107681.234
2082,109598.11
2083,157280.6
2084,128429.39
2085,112792.95
2086,94697.625
2087,127842.61
2088,88251.875
2089,72237.5
2090,136163.06
2091,124930.56
2092,130299.12
2093,130642.1
2094,120587.45
2095,141388.28
2096,83340.5
2097,94198.6
2098,140715.8
2099,69923.87
2100,21366.004
2101,118033.6
2102,123204.17
2103,91600.34
2104,122772.234
2105,128922.77
2106,69067.11
2107,164955.88
2108,120835.43
2109,130830.695
2110,108906.97
2111,47678.445
2112,125619.67
2113,117089.03
2114,116491.41
2115,157326.44
2116,81214.81
2117,134239.8
2118,115846.984
2119,121601.49
2120,108660.99
2121,93766.83
2122,112003.31
2123,60925.055
2124,155099.6
2125,125698.06
2126,153130.88
2127,209402.02
2128,119292.59
2129,80881.05
2130,141501.97
2131,133397.28
2132,139484.56
2133,115309.16
2134,119004.33
2135,107120.23
2136,43744.883
2137,117297.74
2138,124360.34
2139,148159.72
2140,153504.16
2141,112594.625
2142,136860.81
2143,156088.28
2144,95632.7
2145,130620.11
2146,149961.88
2147,148348.66
2148,121027.28
2149,139202.66
2150,240096.95
2151,84494.07
2152,163768.1
2153,148949.58
2154,110199.805
2155,135636.56
2156,267932.06
2157,212371.12
2158,238912.4
2159,212932.0
2160,177212.4
2161,272939.47
2162,376999.72
2163,288237.44
2164,210277.38
2165,160382.7
2166,142699.36
2167,229214.86
2168,227987.03
2169,213531.58
2170,235859.66
2171,153702.75
2172,113928.6
2173,183763.89
2174,228579.4
2175,280424.1
2176,295625.53
2177,237345.66
2178,196270.47
2179,149304.7
2180,226882.78
2181,185416.66
2182,216408.33
2183,183243.78
2184,106923.15
2185,97938.5
2186,143340.75
2187,149127.0
2188,157835.44
2189,286672.53
2190,94493.125
2191,101257.06
2192,66603.016
2193,142449.67
2194,138965.5
2195,118731.9
2196,69054.836
2197,121417.95
2198,143384.53
2199,149507.5
2200,143215.9
2201,139443.45
2202,215782.88
2203,137867.17
2204,202345.28
2205,119861.695
2206,159403.98
2207,183590.05
2208,249941.66
2209,282819.1
2210,112270.43
2211,133315.5
2212,126190.76
2213,121338.625
2214,101125.03
2215,116262.56
2216,159737.1
2217,101058.92
2218,55852.22
2219,28444.438
2220,67197.266
2221,478557.16
2222,308136.9
2223,297534.38
2224,185361.12
2225,136894.14
2226,175249.38
2227,204262.19
2228,267817.1
2229,221108.9
2230,168171.25
2231,193209.72
2232,195467.66
2233,145642.3
2234,213593.4
2235,198055.94
2236,269048.16
2237,317655.53
2238,225664.14
2239,75233.92
2240,154921.8
2241,161357.47
2242,97396.33
2243,108346.734
2244,118881.81
2245,111541.91
2246,134008.33
2247,90156.54
2248,117706.29
2249,117859.99
2250,139860.64
2251,110515.64
2252,178952.19
2253,171394.06
2254,160738.36
2255,161450.83
2256,220673.62
2257,200721.03
2258,150098.08
2259,164718.39
2260,143201.34
2261,180780.28
2262,162541.06
2263,405927.97
2264,484697.25
2265,152230.78
2266,365745.94
2267,360347.6
2268,722677.44
2269,126231.97
2270,185226.53
2271,218989.94
2272,198220.44
2273,200166.94
2274,216781.45
2275,174538.0
2276,172779.0
2277,225130.16
2278,153126.89
2279,156530.72
2280,124683.55
2281,153806.7
2282,188731.31
2283,114145.86
2284,121595.34
2285,137964.56
2286,110415.29
2287,391135.56
2288,297230.75
2289,381806.47
2290,533484.8
2291,349996.84
2292,401247.06
2293,572733.75
2294,417902.78
2295,483053.03
2296,307776.6
2297,429724.38
2298,399145.16
2299,348687.4
2300,330727.34
2301,315761.47
2302,251529.97
2303,234399.19
2304,228644.34
2305,184648.16
2306,177704.22
2307,190790.88
2308,243058.77
2309,288690.53
2310,245198.25
2311,186944.19
2312,191177.72
2313,174211.61
2314,185140.38
2315,153178.08
2316,168113.75
2317,196897.84
2318,155661.6
2319,149139.02
2320,201147.88
2321,255273.16
2322,182986.75
2323,203535.23
2324,166900.62
2325,210445.33
2326,157910.53
2327,233222.64
2328,227314.0
2329,199362.72
2330,170342.78
2331,370593.88
2332,460651.38
2333,314011.97
2334,286602.88
2335,315886.4
2336,306944.03
2337,219068.36
2338,275942.1
2339,242649.14
2340,403702.84
2341,200640.53
2342,264584.44
2343,247622.95
2344,230381.31
2345,269931.78
2346,233477.4
2347,228385.5
2348,214494.22
2349,192032.6
2350,265633.06
2351,262439.56
2352,247422.03
2353,294862.9
2354,149008.47
2355,142882.28
2356,154353.39
2357,187457.25
2358,211984.52
2359,117642.14
2360,101397.086
2361,153522.72
2362,290217.22
2363,105080.34
2364,143423.0
2365,214076.1
2366,172030.58
2367,195242.9
2368,221708.88
2369,200216.34
2370,174913.81
2371,168896.89
2372,176792.28
2373,300714.34
2374,319191.97
2375,203266.92
2376,269715.44
2377,576811.1
2378,136435.33
2379,212395.33
2380,144811.86
2381,199463.88
2382,174845.11
2383,192153.62
2384,257812.14
2385,156069.28
2386,167692.02
2387,145170.25
2388,109511.61
2389,110932.28
2390,110967.61
2391,138547.58
2392,97669.17
2393,129685.22
2394,130331.35
2395,213058.28
2396,132528.72
2397,219628.22
2398,124709.414
2399,83354.83
2400,54247.25
2401,81051.97
2402,116055.625
2403,125915.375
2404,129601.62
2405,188939.02
2406,152635.55
2407,113980.71
2408,135613.03
2409,106064.93
2410,162037.14
2411,120850.234
2412,153737.53
2413,132282.0
2414,159529.55
2415,106214.81
2416,138894.42
2417,137389.73
2418,125907.8
2419,118020.125
2420,138972.69
2421,148068.97
2422,131484.5
2423,149461.28
2424,123227.1
2425,203490.31
2426,156640.72
2427,128695.75
2428,173521.8
2429,107224.81
2430,140214.56
2431,137670.03
2432,119882.86
2433,154256.47
2434,128224.61
2435,142773.25
2436,112118.2
2437,117889.17
2438,141785.7
2439,108677.164
2440,111332.34
2441,65817.35
2442,91398.36
2443,120803.055
2444,133023.05
2445,80072.82
2446,123808.484
2447,198417.62
2448,163655.78
2449,87940.03
2450,142534.5
2451,93299.484
2452,177210.28
2453,83822.86
2454,98035.984
2455,89129.81
2456,79174.39
2457,98505.05
2458,127214.58
2459,104686.88
2460,117700.12
2461,123461.5
2462,123479.28
2463,122274.766
2464,190679.1
2465,122890.3
2466,123095.47
2467,120713.11
2468,77139.53
2469,105282.92
2470,195658.06
2471,216131.81
2472,168454.94
2473,113548.81
2474,36963.844
2475,184368.11
2476,127720.125
2477,123654.55
2478,167293.56
2479,106499.0
2480,154322.06
2481,145450.31
2482,142262.56
2483,134340.6
2484,139434.94
2485,109436.09
2486,206116.61
2487,200227.56
2488,132819.72
2489,169166.16
2490,175421.95
2491,71306.97
2492,187470.16
2493,173224.98
2494,165904.45
2495,70667.56
2496,244776.08
2497,129155.81
2498,119252.734
2499,44672.61
2500,149602.2
2501,142143.02
2502,146437.11
2503,84976.69
2504,247116.1
2505,236945.78
2506,270198.3
2507,253448.72
2508,302182.2
2509,216576.8
2510,209520.84
2511,178632.23
2512,224499.62
2513,222505.92
2514,218210.53
2515,154500.88
2516,173496.38
2517,141759.19
2518,170741.38
2519,246849.47
2520,220125.2
2521,181093.44
2522,212912.33
2523,95089.07
2524,143679.84
2525,157919.72
2526,122773.414
2527,118918.84
2528,128777.7
2529,43167.406
2530,110860.81
2531,258065.47
2532,210081.9
2533,192435.55
2534,201366.2
2535,288005.9
2536,237015.62
2537,229549.3
2538,152377.9
2539,186073.9
2540,177738.8
2541,198958.33
2542,157854.58
2543,87722.57
2544,123459.42
2545,139882.53
2546,117439.42
2547,112891.21
2548,192489.75
2549,180817.9
2550,1040094.56
2551,156278.62
2552,129766.89
2553,74540.25
2554,66912.6
2555,106192.77
2556,116242.516
2557,108170.97
2558,107953.125
2559,140605.1
2560,163406.92
2561,134234.95
2562,118199.19
2563,162379.12
2564,211924.73
2565,162419.48
2566,187570.95
2567,183776.89
2568,220368.38
2569,296248.28
2570,95418.016
2571,223808.25
2572,116932.45
2573,206064.94
2574,256364.66
2575,129289.82
2576,161870.47
2577,121755.05
2578,86015.86
2579,32350.697
2580,76732.234
2581,89592.13
2582,82391.734
2583,415562.5
2584,207272.03
2585,203832.58
2586,211991.28
2587,174036.12
2588,179037.66
2589,142847.28
2590,185466.16
2591,192100.31
2592,187265.81
2593,242920.31
2594,161966.92
2595,181116.47
2596,279603.47
2597,176808.72
2598,305129.1
2599,565748.3
2600,128086.414
2601,186793.52
2602,76297.03
2603,99817.414
2604,62206.59
2605,71248.86
2606,143221.36
2607,207451.88
2608,160894.19
2609,159270.08
2610,108847.58
2611,167698.89
2612,172516.06
2613,143087.86
2614,146483.88
2615,175614.16
2616,150956.36
2617,197685.56
2618,163870.48
2619,177004.42
2620,176449.34
2621,198413.56
2622,181219.31
2623,267707.03
2624,314555.53
2625,253276.22
2626,180295.9
2627,158099.05
2628,681225.1
2629,579449.2
2630,406313.22
2631,524372.44
2632,537905.8
2633,347784.22
2634,475437.34
2635,177817.1
2636,168020.47
2637,153479.52
2638,243849.4
2639,201385.38
2640,164894.55
2641,100577.94
2642,193955.14
2643,95476.69
2644,113833.375
2645,105555.03
2646,93963.46
2647,105419.74
2648,136502.81
2649,166058.44
2650,153060.72
2651,141798.94
2652,439098.53
2653,243716.75
2654,214870.06
2655,487433.28
2656,365487.84
2657,421511.72
2658,335724.0
2659,402344.2
2660,466228.66
2661,429689.62
2662,437518.1
2663,274671.3
2664,289381.1
2665,372495.53
2666,304520.0
2667,169309.94
2668,184766.55
2669,175323.9
2670,283612.53
2671,163253.44
2672,221288.22
2673,205873.4
2674,197931.34
2675,204841.23
2676,197275.44
2677,198957.34
2678,214189.95
2679,266478.5
2680,278242.66
2681,438258.53
2682,266152.25
2683,531746.44
2684,303247.28
2685,342452.22
2686,243143.03
2687,281695.1
2688,207111.11
2689,219738.31
2690,407282.2
2691,188725.78
2692,142705.97
2693,235142.6
2694,140491.23
2695,194679.9
2696,175082.12
2697,181647.48
2698,216839.22
2699,184397.4
2700,150398.95
2701,128532.61
2702,91458.375
2703,110744.81
2704,147141.62
2705,120953.125
2706,104579.67
2707,101683.81
2708,138604.47
2709,101540.125
2710,150332.97
2711,553074.25
2712,458273.34
2713,176625.23
2714,147400.16
2715,172587.19
2716,145401.75
2717,183205.48
2718,195260.81
2719,161195.3
2720,175808.08
2721,140174.72
2722,164991.97
2723,136234.86
2724,113984.22
2725,138960.25
2726,143727.52
2727,144512.38
2728,158416.36
2729,173555.02
2730,135817.78
2731,114185.14
2732,118172.77
2733,204022.6
2734,123950.914
2735,135004.2
2736,128620.2
2737,129011.26
2738,113256.88
2739,167994.27
2740,138302.2
2741,152996.53
2742,151309.88
2743,129154.84
2744,161952.3
2745,119523.17
2746,136862.64
2747,119543.16
2748,106021.52
2749,131077.5
2750,130229.2
2751,133936.14
2752,144233.06
2753,149716.6
2754,215437.81
2755,133400.75
2756,82328.92
2757,69891.39
2758,67344.234
2759,140868.14
2760,130483.375
2761,142086.89
2762,121240.71
2763,175655.81
2764,99747.36
2765,251506.66
2766,87527.2
2767,74846.15
2768,123021.3
2769,123883.81
2770,132413.84
2771,108818.57
2772,104429.04
2773,208212.6
2774,136860.23
2775,90252.95
2776,127455.234
2777,143145.42
2778,92724.66
2779,121090.516
2780,87061.25
2781,145668.44
2782,119184.12
2783,115466.484
2784,105167.8
2785,136119.38
2786,64867.68
2787,110113.53
2788,64109.68
2789,174992.19
2790,105352.98
2791,113210.42
2792,76093.05
2793,96988.24
2794,63593.656
2795,114139.734
2796,140059.17
2797,305253.56
2798,113872.58
2799,116333.125
2800,58253.953
2801,126027.914
2802,122381.46
2803,142621.31
2804,98144.9
2805,99058.9
2806,97714.52
2807,193769.3
2808,146708.83
2809,140005.31
2810,131898.52
2811,161815.28
2812,155393.53
2813,137990.9
2814,145757.7
2815,73305.26
2816,273160.06
2817,158792.3
2818,124929.22
2819,129919.375
2820,140339.72
2821,124416.16
2822,140740.38
2823,365151.53
2824,184178.12
2825,136494.92
2826,134167.1
2827,122488.67
2828,225129.5
2829,322468.72
2830,214368.38
2831,161769.7
2832,230813.5
2833,326298.66
2834,225367.75
2835,232579.34
2836,189889.19
2837,156546.92
2838,134077.94
2839,162842.88
2840,207954.39
2841,199590.84
2842,212583.83
2843,136728.5
2844,166454.5
2845,105489.43
2846,219464.53
2847,227723.75
2848,184528.03
2849,207009.25
2850,272948.6
2851,190083.73
2852,236547.8
2853,215766.6
2854,131918.28
2855,199614.03
2856,177883.72
2857,175827.12
2858,191909.7
2859,85928.266
2860,136885.6
2861,109007.75
2862,168422.72
2863,123257.05
2864,239437.55
2865,130563.55
2866,130000.61
2867,82566.63
2868,75529.766
2869,84890.734
2870,111076.7
2871,77464.51
2872,33382.973
2873,68063.484
2874,147273.55
2875,108998.01
2876,130948.84
2877,125120.03
2878,172149.97
2879,132405.53
2880,97618.56
2881,149014.16
2882,261740.97
2883,268385.44
2884,177141.6
2885,194160.53
2886,302716.53
2887,113658.875
2888,119542.555
2889,44887.32
2890,82050.55
2891,139543.62
2892,15522.842
2893,51290.69
2894,18279.066
2895,492920.47
2896,247584.52
2897,208681.48
2898,139400.77
2899,166669.69
2900,152748.12
2901,272976.72
2902,150769.62
2903,290271.16
2904,329405.34
2905,65984.164
2906,245792.06
2907,125227.11
2908,118451.53
2909,134016.55
2910,75117.39
2911,61852.902
2912,159678.78
2913,101033.29
2914,63531.977
2915,91190.57
2916,99606.08
2917,168614.19
2918,122615.96
2919,182376.28
